"ATM","AccountID","Location","TransAmt","TransDate","TransNo"
"14","","Robson Street",6277.19,"2001/06/15","317666"
"14","","Robson Street",5500.41,"2001/06/15","317667"
"20","812465","Eighth Avenue",160.00,"2001/06/16","317668"
"14","113236","Robson Street",330.00,"2001/06/16","317669"
"13","284354","Lamar Boulevard",380.00,"2001/06/16","317670"
"20","938010","Eighth Avenue",90.00,"2001/06/16","317671"
"14","297397","Robson Street",505.03,"2001/06/16","317672"
"17","","Linden Avenue",1301.61,"2001/06/16","317673"
"17","","Linden Avenue",70.00,"2001/06/16","317674"
"20","795401","Eighth Avenue",430.00,"2001/06/16","317675"
"20","","Eighth Avenue",370.00,"2001/06/16","317676"
"15","","Oak Street",1012.30,"2001/06/16","317677"
"17","35189","Linden Avenue",8789.93,"2001/06/16","317678"
"20","230575","Eighth Avenue",310.00,"2001/06/16","317679"
"14","797352","Robson Street",480.00,"2001/06/16","317680"
"17","914508","Linden Avenue",10.00,"2001/06/16","317681"
"13","820025","Lamar Boulevard",3655.12,"2001/06/16","317682"
"20","795401","Eighth Avenue",300.00,"2001/06/16","317683"
"24","","Magnolia Way",160.00,"2001/06/16","317684"
"14","820025","Robson Street",8717.48,"2001/06/16","317685"
"14","284354","Robson Street",3953.31,"2001/06/16","317686"
"24","519311","Magnolia Way",3287.24,"2001/06/16","317687"
"14","","Robson Street",370.00,"2001/06/16","317688"
"17","269267","Linden Avenue",5123.83,"2001/06/16","317689"
"14","","Robson Street",60.00,"2001/06/16","317690"
"20","","Eighth Avenue",280.00,"2001/06/16","317691"
"13","","Lamar Boulevard",2267.39,"2001/06/16","317692"
"20","81559","Eighth Avenue",40.00,"2001/06/16","317693"
"14","231494","Robson Street",150.00,"2001/06/16","317694"
"14","811002","Robson Street",390.00,"2001/06/16","317695"
"24","","Magnolia Way",470.00,"2001/06/16","317696"
"20","","Eighth Avenue",80.00,"2001/06/16","317697"
"20","284354","Eighth Avenue",270.00,"2001/06/16","317698"
"14","562270","Robson Street",430.00,"2001/06/16","317699"
"14","994403","Robson Street",70.00,"2001/06/16","317700"
"17","938010","Linden Avenue",4957.49,"2001/06/16","317701"
"24","","Magnolia Way",240.00,"2001/06/16","317702"
"20","641464","Eighth Avenue",380.00,"2001/06/16","317703"
"13","56016","Lamar Boulevard",50.00,"2001/06/16","317704"
"14","81559","Robson Street",152.07,"2001/06/16","317705"
"18","97627","Congress Street",6678.10,"2001/06/16","317706"
"20","641464","Eighth Avenue",120.00,"2001/06/16","317707"
"18","329169","Congress Street",8557.45,"2001/06/16","317708"
"13","869033","Lamar Boulevard",5090.93,"2001/06/16","317709"
"18","","Congress Street",360.00,"2001/06/16","317710"
"14","264629","Robson Street",724.16,"2001/06/16","317711"
"24","113236","Magnolia Way",2107.88,"2001/06/16","317712"
"17","878035","Linden Avenue",8928.52,"2001/06/16","317713"
"18","","Congress Street",250.00,"2001/06/16","317714"
"18","301037","Congress Street",9010.10,"2001/06/16","317715"
"14","301037","Robson Street",80.00,"2001/06/16","317716"
"14","","Robson Street",270.00,"2001/06/16","317717"
"24","519311","Magnolia Way",6915.14,"2001/06/16","317718"
"14","641464","Robson Street",5652.73,"2001/06/16","317719"
"17","222006","Linden Avenue",80.00,"2001/06/16","317720"
"20","812465","Eighth Avenue",370.00,"2001/06/16","317721"
"24","","Magnolia Way",450.00,"2001/06/16","317722"
"20","512328","Eighth Avenue",9334.81,"2001/06/16","317723"
"14","444413","Robson Street",3341.19,"2001/06/16","317724"
"14","","Robson Street",420.00,"2001/06/16","317725"
"17","90398","Linden Avenue",320.00,"2001/06/16","317726"
"14","113236","Robson Street",7081.97,"2001/06/16","317727"
"14","559491","Robson Street",430.00,"2001/06/16","317728"
"13","564291","Lamar Boulevard",60.00,"2001/06/16","317729"
"14","","Robson Street",7160.12,"2001/06/16","317730"
"24","","Magnolia Way",490.00,"2001/06/16","317731"
"17","35189","Linden Avenue",9068.82,"2001/06/16","317732"
"20","113236","Eighth Avenue",6061.73,"2001/06/16","317733"
"20","836004","Eighth Avenue",450.00,"2001/06/16","317734"
"20","","Eighth Avenue",2992.66,"2001/06/16","317735"
"20","512328","Eighth Avenue",90.00,"2001/06/16","317736"
"20","564291","Eighth Avenue",8088.45,"2001/06/16","317737"
"14","812465","Robson Street",3640.70,"2001/06/16","317738"
"14","797352","Robson Street",3498.81,"2001/06/16","317739"
"20","176437","Eighth Avenue",160.00,"2001/06/16","317740"
"14","","Robson Street",2640.98,"2001/06/16","317741"
"15","","Oak Street",100.00,"2001/06/16","317742"
"20","","Eighth Avenue",90.00,"2001/06/16","317743"
"20","202028","Eighth Avenue",480.00,"2001/06/16","317744"
"17","914508","Linden Avenue",2335.90,"2001/06/16","317745"
"14","444413","Robson Street",100.00,"2001/06/16","317746"
"17","519311","Linden Avenue",70.00,"2001/06/16","317747"
"18","564291","Congress Street",10.00,"2001/06/16","317748"
"24","795401","Magnolia Way",470.00,"2001/06/16","317749"
"17","250402","Linden Avenue",6797.73,"2001/06/16","317750"
"20","","Eighth Avenue",8604.12,"2001/06/16","317751"
"13","564291","Lamar Boulevard",1639.04,"2001/06/16","317752"
"13","","Lamar Boulevard",450.00,"2001/06/16","317753"
"20","994403","Eighth Avenue",80.00,"2001/06/16","317754"
"18","56016","Congress Street",1565.06,"2001/06/16","317755"
"24","284354","Magnolia Way",936.31,"2001/06/16","317756"
"24","878035","Magnolia Way",6155.95,"2001/06/16","317757"
"14","797352","Robson Street",360.00,"2001/06/16","317758"
"24","65003","Magnolia Way",3369.89,"2001/06/16","317759"
"20","","Eighth Avenue",280.00,"2001/06/16","317760"
"20","","Eighth Avenue",5192.24,"2001/06/16","317761"
"18","501657","Congress Street",10.00,"2001/06/16","317762"
"14","444413","Robson Street",2624.93,"2001/06/16","317763"
"14","811002","Robson Street",310.00,"2001/06/16","317764"
"24","797352","Magnolia Way",80.00,"2001/06/16","317765"
"14","444413","Robson Street",70.00,"2001/06/16","317766"
"14","994403","Robson Street",480.00,"2001/06/16","317767"
"20","444413","Eighth Avenue",210.00,"2001/06/16","317768"
"14","","Robson Street",6908.71,"2001/06/16","317769"
"24","56016","Magnolia Way",20.00,"2001/06/16","317770"
"17","301037","Linden Avenue",420.00,"2001/06/16","317771"
"20","","Eighth Avenue",130.00,"2001/06/16","317772"
"14","","Robson Street",420.00,"2001/06/16","317773"
"14","564291","Robson Street",200.00,"2001/06/16","317774"
"24","231494","Magnolia Way",270.00,"2001/06/16","317775"
"20","","Eighth Avenue",20.00,"2001/06/16","317776"
"13","","Lamar Boulevard",5118.99,"2001/06/16","317777"
"24","","Magnolia Way",350.00,"2001/06/16","317778"
"15","301037","Oak Street",120.00,"2001/06/16","317779"
"14","512328","Robson Street",5654.56,"2001/06/16","317780"
"13","269267","Lamar Boulevard",10.00,"2001/06/16","317781"
"20","820025","Eighth Avenue",270.00,"2001/06/16","317782"
"15","90398","Oak Street",360.00,"2001/06/16","317783"
"14","97627","Robson Street",430.00,"2001/06/16","317784"
"24","","Magnolia Way",50.00,"2001/06/16","317785"
"13","","Lamar Boulevard",5610.73,"2001/06/16","317786"
"18","","Congress Street",370.00,"2001/06/16","317787"
"24","","Magnolia Way",300.00,"2001/06/16","317788"
"14","","Robson Street",60.00,"2001/06/16","317789"
"20","","Eighth Avenue",4151.00,"2001/06/16","317790"
"14","","Robson Street",4552.39,"2001/06/16","317791"
"20","444413","Eighth Avenue",2732.34,"2001/06/16","317792"
"17","297397","Linden Avenue",2925.45,"2001/06/16","317793"
"17","35189","Linden Avenue",871.99,"2001/06/16","317794"
"20","56016","Eighth Avenue",130.00,"2001/06/16","317795"
"15","","Oak Street",140.00,"2001/06/16","317796"
"20","","Eighth Avenue",2078.58,"2001/06/16","317797"
"24","938010","Magnolia Way",160.00,"2001/06/16","317798"
"15","444413","Oak Street",30.00,"2001/06/16","317799"
"15","","Oak Street",320.00,"2001/06/16","317800"
"18","501657","Congress Street",40.00,"2001/06/16","317801"
"14","","Robson Street",420.00,"2001/06/16","317802"
"13","869033","Lamar Boulevard",400.00,"2001/06/16","317803"
"18","113236","Congress Street",330.00,"2001/06/16","317804"
"18","","Congress Street",210.00,"2001/06/16","317805"
"14","","Robson Street",410.00,"2001/06/16","317806"
"13","297397","Lamar Boulevard",3871.60,"2001/06/16","317807"
"14","297397","Robson Street",9580.04,"2001/06/16","317808"
"17","301037","Linden Avenue",200.00,"2001/06/16","317809"
"15","81559","Oak Street",4077.14,"2001/06/16","317810"
"24","250402","Magnolia Way",1045.35,"2001/06/16","317811"
"17","797352","Linden Avenue",500.00,"2001/06/16","317812"
"20","820025","Eighth Avenue",170.00,"2001/06/16","317813"
"14","230575","Robson Street",2290.97,"2001/06/16","317814"
"20","812465","Eighth Avenue",250.00,"2001/06/16","317815"
"14","914508","Robson Street",240.00,"2001/06/16","317816"
"17","269267","Linden Avenue",360.00,"2001/06/16","317817"
"15","504356","Oak Street",380.00,"2001/06/16","317818"
"13","562270","Lamar Boulevard",7965.44,"2001/06/16","317819"
"14","","Robson Street",2447.32,"2001/06/16","317820"
"24","","Magnolia Way",110.00,"2001/06/16","317821"
"14","264629","Robson Street",5053.86,"2001/06/16","317822"
"15","","Oak Street",490.00,"2001/06/16","317823"
"14","113236","Robson Street",4085.45,"2001/06/16","317824"
"24","641464","Magnolia Way",919.30,"2001/06/16","317825"
"15","35189","Oak Street",210.00,"2001/06/16","317826"
"24","559491","Magnolia Way",350.00,"2001/06/16","317827"
"20","","Eighth Avenue",480.00,"2001/06/16","317828"
"18","815062","Congress Street",320.00,"2001/06/16","317829"
"18","","Congress Street",9369.10,"2001/06/16","317830"
"15","559491","Oak Street",1036.97,"2001/06/16","317831"
"20","519311","Eighth Avenue",380.00,"2001/06/16","317832"
"17","795401","Linden Avenue",1817.29,"2001/06/16","317833"
"24","","Magnolia Way",460.00,"2001/06/16","317834"
"20","","Eighth Avenue",4090.76,"2001/06/17","317835"
"20","113236","Eighth Avenue",2949.27,"2001/06/17","317836"
"14","35189","Robson Street",220.00,"2001/06/17","317837"
"20","","Eighth Avenue",170.00,"2001/06/17","317838"
"24","","Magnolia Way",470.00,"2001/06/17","317839"
"15","230575","Oak Street",190.00,"2001/06/17","317840"
"24","176437","Magnolia Way",450.00,"2001/06/17","317841"
"14","97627","Robson Street",5858.55,"2001/06/17","317842"
"24","878035","Magnolia Way",160.00,"2001/06/17","317843"
"15","","Oak Street",260.00,"2001/06/17","317844"
"14","815062","Robson Street",320.00,"2001/06/17","317845"
"15","359310","Oak Street",500.00,"2001/06/17","317846"
"13","250402","Lamar Boulevard",160.00,"2001/06/17","317847"
"24","","Magnolia Way",50.00,"2001/06/17","317848"
"18","65003","Congress Street",2973.12,"2001/06/17","317849"
"20","","Eighth Avenue",7238.05,"2001/06/17","317850"
"17","","Linden Avenue",1951.60,"2001/06/17","317851"
"18","301037","Congress Street",2678.11,"2001/06/17","317852"
"14","","Robson Street",312.31,"2001/06/17","317853"
"14","","Robson Street",70.00,"2001/06/17","317854"
"14","","Robson Street",120.00,"2001/06/17","317855"
"17","","Linden Avenue",50.00,"2001/06/17","317856"
"17","513574","Linden Avenue",50.00,"2001/06/17","317857"
"17","812465","Linden Avenue",9363.40,"2001/06/17","317858"
"14","269267","Robson Street",6860.61,"2001/06/17","317859"
"17","284354","Linden Avenue",410.00,"2001/06/17","317860"
"14","","Robson Street",450.00,"2001/06/17","317861"
"14","","Robson Street",50.00,"2001/06/17","317862"
"13","564291","Lamar Boulevard",20.00,"2001/06/17","317863"
"24","","Magnolia Way",340.00,"2001/06/17","317864"
"17","35189","Linden Avenue",3683.82,"2001/06/17","317865"
"20","202028","Eighth Avenue",490.00,"2001/06/17","317866"
"24","","Magnolia Way",1161.89,"2001/06/17","317867"
"15","","Oak Street",5380.01,"2001/06/17","317868"
"17","202028","Linden Avenue",320.00,"2001/06/17","317869"
"17","","Linden Avenue",10.00,"2001/06/17","317870"
"14","","Robson Street",370.00,"2001/06/17","317871"
"20","176437","Eighth Avenue",6421.71,"2001/06/17","317872"
"14","90398","Robson Street",4332.24,"2001/06/17","317873"
"15","","Oak Street",460.00,"2001/06/17","317874"
"17","113236","Linden Avenue",420.00,"2001/06/17","317875"
"13","301037","Lamar Boulevard",190.00,"2001/06/17","317876"
"24","","Magnolia Way",20.00,"2001/06/17","317877"
"18","","Congress Street",480.00,"2001/06/17","317878"
"14","","Robson Street",8226.36,"2001/06/17","317879"
"14","176437","Robson Street",270.00,"2001/06/17","317880"
"18","35189","Congress Street",1475.98,"2001/06/17","317881"
"17","463451","Linden Avenue",220.00,"2001/06/17","317882"
"14","938010","Robson Street",1929.55,"2001/06/17","317883"
"24","","Magnolia Way",410.00,"2001/06/17","317884"
"20","836004","Eighth Avenue",1929.85,"2001/06/17","317885"
"14","264629","Robson Street",2983.33,"2001/06/17","317886"
"14","519311","Robson Street",380.00,"2001/06/17","317887"
"13","264629","Lamar Boulevard",7806.62,"2001/06/17","317888"
"17","284354","Linden Avenue",1444.71,"2001/06/17","317889"
"24","","Magnolia Way",4703.79,"2001/06/17","317890"
"13","","Lamar Boulevard",8349.43,"2001/06/17","317891"
"14","269267","Robson Street",440.00,"2001/06/17","317892"
"17","","Linden Avenue",70.00,"2001/06/17","317893"
"13","97627","Lamar Boulevard",19.30,"2001/06/17","317894"
"14","297397","Robson Street",130.00,"2001/06/17","317895"
"14","994403","Robson Street",200.00,"2001/06/17","317896"
"14","284354","Robson Street",20.00,"2001/06/17","317897"
"14","812465","Robson Street",1539.24,"2001/06/17","317898"
"14","","Robson Street",240.00,"2001/06/17","317899"
"14","202028","Robson Street",220.00,"2001/06/17","317900"
"14","","Robson Street",8454.29,"2001/06/17","317901"
"17","329169","Linden Avenue",250.00,"2001/06/17","317902"
"20","231494","Eighth Avenue",220.00,"2001/06/17","317903"
"18","264629","Congress Street",450.00,"2001/06/17","317904"
"18","512328","Congress Street",9133.75,"2001/06/17","317905"
"24","81559","Magnolia Way",2396.20,"2001/06/17","317906"
"14","113236","Robson Street",390.00,"2001/06/17","317907"
"17","56016","Linden Avenue",120.00,"2001/06/17","317908"
"15","797352","Oak Street",6173.98,"2001/06/17","317909"
"14","97627","Robson Street",6454.60,"2001/06/17","317910"
"18","519311","Congress Street",470.00,"2001/06/17","317911"
"15","","Oak Street",240.00,"2001/06/17","317912"
"14","","Robson Street",4449.91,"2001/06/17","317913"
"14","739622","Robson Street",6067.06,"2001/06/17","317914"
"24","231494","Magnolia Way",250.00,"2001/06/17","317915"
"24","231494","Magnolia Way",120.00,"2001/06/17","317916"
"20","739622","Eighth Avenue",160.00,"2001/06/17","317917"
"14","329169","Robson Street",7164.83,"2001/06/17","317918"
"14","994403","Robson Street",380.00,"2001/06/17","317919"
"14","","Robson Street",470.00,"2001/06/17","317920"
"15","795401","Oak Street",200.00,"2001/06/17","317921"
"13","559491","Lamar Boulevard",380.00,"2001/06/17","317922"
"14","269267","Robson Street",2131.62,"2001/06/17","317923"
"17","","Linden Avenue",90.00,"2001/06/17","317924"
"20","795401","Eighth Avenue",3591.73,"2001/06/17","317925"
"14","501657","Robson Street",450.00,"2001/06/17","317926"
"15","504356","Oak Street",30.00,"2001/06/17","317927"
"20","","Eighth Avenue",120.00,"2001/06/17","317928"
"18","","Congress Street",130.00,"2001/06/17","317929"
"14","","Robson Street",10.00,"2001/06/17","317930"
"13","","Lamar Boulevard",100.00,"2001/07/03","317931"
"17","812465","Linden Avenue",310.00,"2001/07/03","317932"
"14","797352","Robson Street",470.00,"2001/07/03","317933"
"17","","Linden Avenue",220.00,"2001/07/03","317934"
"20","820025","Eighth Avenue",190.00,"2001/07/03","317935"
"17","562270","Linden Avenue",60.00,"2001/07/03","317936"
"24","641464","Magnolia Way",490.00,"2001/07/31","317937"
"20","","Eighth Avenue",300.00,"2001/07/03","317938"
"14","297397","Robson Street",350.00,"2001/07/03","317939"
"20","35189","Eighth Avenue",1961.07,"2001/07/03","317940"
"14","","Robson Street",380.00,"2001/07/03","317941"
"24","444413","Magnolia Way",380.00,"2001/07/03","317942"
"14","","Robson Street",7952.63,"2001/07/03","317943"
"20","","Eighth Avenue",6344.48,"2001/07/03","317944"
"24","","Magnolia Way",5648.52,"2001/07/03","317945"
"15","56016","Oak Street",490.00,"2001/07/03","317946"
"20","90398","Eighth Avenue",440.00,"2001/07/03","317947"
"24","815062","Magnolia Way",310.00,"2001/07/03","317948"
"14","","Robson Street",7372.93,"2001/07/03","317949"
"14","301037","Robson Street",250.00,"2001/07/03","317950"
"18","","Congress Street",40.00,"2001/07/03","317951"
"24","","Magnolia Way",230.00,"2001/07/03","317952"
"14","329169","Robson Street",340.00,"2001/07/03","317953"
"17","562270","Linden Avenue",2796.86,"2001/07/03","317954"
"17","444413","Linden Avenue",340.00,"2001/07/03","317955"
"15","297397","Oak Street",3745.10,"2001/07/03","317956"
"14","","Robson Street",2807.64,"2001/07/03","317957"
"18","504356","Congress Street",20.00,"2001/07/03","317958"
"18","230575","Congress Street",380.00,"2001/07/03","317959"
"20","250402","Eighth Avenue",6968.33,"2001/07/03","317960"
"14","","Robson Street",2021.53,"2001/07/03","317961"
"18","","Congress Street",8233.87,"2001/07/03","317962"
"20","562270","Eighth Avenue",90.00,"2001/07/03","317963"
"14","815062","Robson Street",2528.19,"2001/07/03","317964"
"24","35189","Magnolia Way",210.00,"2001/07/03","317965"
"20","812465","Eighth Avenue",2900.51,"2001/07/03","317966"
"20","56016","Eighth Avenue",70.00,"2001/07/03","317967"
"24","512328","Magnolia Way",5006.36,"2001/07/03","317968"
"14","811002","Robson Street",1792.38,"2001/07/03","317969"
"14","","Robson Street",360.00,"2001/07/03","317970"
"24","641464","Magnolia Way",400.00,"2001/07/03","317971"
"20","504356","Eighth Avenue",340.00,"2001/07/03","317972"
"14","512328","Robson Street",240.00,"2001/07/03","317973"
"24","","Magnolia Way",9635.38,"2001/07/03","317974"
"14","994403","Robson Street",7636.64,"2001/07/03","317975"
"24","739622","Magnolia Way",8244.31,"2001/07/03","317976"
"18","35189","Congress Street",8941.50,"2001/07/03","317977"
"24","113236","Magnolia Way",20.00,"2001/07/03","317978"
"24","","Magnolia Way",370.00,"2001/07/03","317979"
"14","176437","Robson Street",6699.49,"2001/07/03","317980"
"17","284354","Linden Avenue",400.00,"2001/07/03","317981"
"20","","Eighth Avenue",330.00,"2001/07/03","317982"
"18","269267","Congress Street",110.00,"2001/07/03","317983"
"15","797352","Oak Street",1356.73,"2001/07/03","317984"
"14","113236","Robson Street",1565.47,"2001/07/03","317985"
"14","512328","Robson Street",3171.57,"2001/07/03","317986"
"14","269267","Robson Street",3994.39,"2001/07/03","317987"
"17","231494","Linden Avenue",7885.29,"2001/07/03","317988"
"24","","Magnolia Way",280.00,"2001/07/03","317989"
"13","90398","Lamar Boulevard",30.00,"2001/07/03","317990"
"14","359310","Robson Street",9771.41,"2001/07/03","317991"
"17","","Linden Avenue",110.00,"2001/07/03","317992"
"24","519311","Magnolia Way",1981.88,"2001/07/03","317993"
"14","739622","Robson Street",6915.69,"2001/07/03","317994"
"15","301037","Oak Street",939.47,"2001/07/03","317995"
"14","","Robson Street",8320.99,"2001/07/03","317996"
"18","938010","Congress Street",280.00,"2001/07/03","317997"
"18","90398","Congress Street",2398.73,"2001/07/03","317998"
"13","739622","Lamar Boulevard",390.00,"2001/07/03","317999"
"14","797352","Robson Street",8256.95,"2001/07/03","318000"
"17","","Linden Avenue",10.00,"2001/07/03","318001"
"14","","Robson Street",6277.19,"2001/07/03","318002"
"14","","Robson Street",5500.41,"2001/07/03","318003"
"20","812465","Eighth Avenue",160.00,"2001/07/03","318004"
"14","113236","Robson Street",330.00,"2001/07/03","318005"
"13","284354","Lamar Boulevard",380.00,"2001/07/03","318006"
"20","938010","Eighth Avenue",90.00,"2001/07/03","318007"
"14","297397","Robson Street",505.03,"2001/07/03","318008"
"17","","Linden Avenue",1301.61,"2001/07/03","318009"
"17","","Linden Avenue",70.00,"2001/07/03","318010"
"20","795401","Eighth Avenue",430.00,"2001/07/03","318011"
"20","","Eighth Avenue",370.00,"2001/07/03","318012"
"15","","Oak Street",1012.30,"2001/07/03","318013"
"17","35189","Linden Avenue",8789.93,"2001/07/03","318014"
"20","230575","Eighth Avenue",310.00,"2001/07/03","318015"
"14","797352","Robson Street",480.00,"2001/07/03","318016"
"17","914508","Linden Avenue",10.00,"2001/07/03","318017"
"13","820025","Lamar Boulevard",3655.12,"2001/07/03","318018"
"20","795401","Eighth Avenue",300.00,"2001/07/03","318019"
"24","","Magnolia Way",160.00,"2001/07/03","318020"
"14","820025","Robson Street",8717.48,"2001/07/03","318021"
"14","284354","Robson Street",3953.31,"2001/07/03","318022"
"24","519311","Magnolia Way",3287.24,"2001/07/03","318023"
"14","","Robson Street",370.00,"2001/07/03","318024"
"17","269267","Linden Avenue",5123.83,"2001/07/03","318025"
"14","","Robson Street",60.00,"2001/07/03","318026"
"20","","Eighth Avenue",280.00,"2001/07/03","318027"
"13","","Lamar Boulevard",2267.39,"2001/07/03","318028"
"20","81559","Eighth Avenue",40.00,"2001/07/03","318029"
"14","231494","Robson Street",150.00,"2001/07/03","318030"
"14","811002","Robson Street",390.00,"2001/07/03","318031"
"24","","Magnolia Way",470.00,"2001/07/03","318032"
"20","","Eighth Avenue",80.00,"2001/07/03","318033"
"20","284354","Eighth Avenue",270.00,"2001/07/03","318034"
"14","562270","Robson Street",430.00,"2001/07/03","318035"
"14","994403","Robson Street",70.00,"2001/07/03","318036"
"17","938010","Linden Avenue",4957.49,"2001/07/03","318037"
"24","","Magnolia Way",240.00,"2001/07/03","318038"
"20","641464","Eighth Avenue",380.00,"2001/07/03","318039"
"13","56016","Lamar Boulevard",50.00,"2001/07/03","318040"
"14","81559","Robson Street",152.07,"2001/07/03","318041"
"18","97627","Congress Street",6678.10,"2001/07/03","318042"
"20","641464","Eighth Avenue",120.00,"2001/07/03","318043"
"18","329169","Congress Street",8557.45,"2001/07/03","318044"
"13","869033","Lamar Boulevard",5090.93,"2001/07/03","318045"
"18","","Congress Street",360.00,"2001/07/03","318046"
"14","264629","Robson Street",724.16,"2001/07/03","318047"
"24","113236","Magnolia Way",2107.88,"2001/07/03","318048"
"17","878035","Linden Avenue",8928.52,"2001/07/03","318049"
"18","","Congress Street",250.00,"2001/07/03","318050"
"18","301037","Congress Street",9010.10,"2001/07/03","318051"
"14","301037","Robson Street",80.00,"2001/07/03","318052"
"14","","Robson Street",270.00,"2001/07/03","318053"
"24","519311","Magnolia Way",6915.14,"2001/07/03","318054"
"14","641464","Robson Street",5652.73,"2001/07/03","318055"
"17","222006","Linden Avenue",80.00,"2001/07/03","318056"
"20","812465","Eighth Avenue",370.00,"2001/07/03","318057"
"24","","Magnolia Way",450.00,"2001/07/03","318058"
"20","512328","Eighth Avenue",9334.81,"2001/07/03","318059"
"14","444413","Robson Street",3341.19,"2001/07/03","318060"
"14","","Robson Street",420.00,"2001/07/03","318061"
"17","90398","Linden Avenue",320.00,"2001/07/03","318062"
"14","113236","Robson Street",7081.97,"2001/07/03","318063"
"14","559491","Robson Street",430.00,"2001/07/03","318064"
"13","564291","Lamar Boulevard",60.00,"2001/07/03","318065"
"14","","Robson Street",7160.12,"2001/07/03","318066"
"24","","Magnolia Way",490.00,"2001/07/03","318067"
"17","35189","Linden Avenue",9068.82,"2001/07/03","318068"
"20","113236","Eighth Avenue",6061.73,"2001/07/03","318069"
"20","836004","Eighth Avenue",450.00,"2001/07/03","318070"
"20","","Eighth Avenue",2992.66,"2001/07/03","318071"
"20","512328","Eighth Avenue",90.00,"2001/07/03","318072"
"20","564291","Eighth Avenue",8088.45,"2001/07/03","318073"
"14","812465","Robson Street",3640.70,"2001/07/03","318074"
"14","797352","Robson Street",3498.81,"2001/07/03","318075"
"20","176437","Eighth Avenue",160.00,"2001/07/03","318076"
"14","","Robson Street",2640.98,"2001/07/03","318077"
"15","","Oak Street",100.00,"2001/07/03","318078"
"20","","Eighth Avenue",90.00,"2001/07/03","318079"
"20","202028","Eighth Avenue",480.00,"2001/07/03","318080"
"17","914508","Linden Avenue",2335.90,"2001/07/03","318081"
"14","444413","Robson Street",100.00,"2001/07/03","318082"
"17","519311","Linden Avenue",70.00,"2001/07/03","318083"
"18","564291","Congress Street",10.00,"2001/07/03","318084"
"24","795401","Magnolia Way",470.00,"2001/07/03","318085"
"17","250402","Linden Avenue",6797.73,"2001/07/03","318086"
"20","","Eighth Avenue",8604.12,"2001/07/03","318087"
"13","564291","Lamar Boulevard",1639.04,"2001/07/03","318088"
"13","","Lamar Boulevard",450.00,"2001/07/03","318089"
"20","994403","Eighth Avenue",80.00,"2001/07/03","318090"
"18","56016","Congress Street",1565.06,"2001/07/03","318091"
"24","284354","Magnolia Way",936.31,"2001/07/03","318092"
"24","878035","Magnolia Way",6155.95,"2001/07/03","318093"
"14","797352","Robson Street",360.00,"2001/07/03","318094"
"24","65003","Magnolia Way",3369.89,"2001/07/03","318095"
"20","","Eighth Avenue",280.00,"2001/07/03","318096"
"20","","Eighth Avenue",5192.24,"2001/07/03","318097"
"18","501657","Congress Street",10.00,"2001/07/03","318098"
"14","444413","Robson Street",2624.93,"2001/07/03","318099"
"14","811002","Robson Street",310.00,"2001/07/03","318100"
"24","797352","Magnolia Way",80.00,"2001/07/03","318101"
"14","444413","Robson Street",70.00,"2001/07/03","318102"
"14","994403","Robson Street",480.00,"2001/07/03","318103"
"20","444413","Eighth Avenue",210.00,"2001/07/03","318104"
"14","","Robson Street",6908.71,"2001/07/03","318105"
"24","56016","Magnolia Way",20.00,"2001/07/03","318106"
"17","301037","Linden Avenue",420.00,"2001/07/03","318107"
"20","","Eighth Avenue",130.00,"2001/07/03","318108"
"14","","Robson Street",420.00,"2001/07/03","318109"
"14","564291","Robson Street",200.00,"2001/07/03","318110"
"24","231494","Magnolia Way",270.00,"2001/07/03","318111"
"20","","Eighth Avenue",20.00,"2001/07/03","318112"
"13","","Lamar Boulevard",5118.99,"2001/07/03","318113"
"24","","Magnolia Way",350.00,"2001/07/03","318114"
"15","301037","Oak Street",120.00,"2001/07/03","318115"
"14","512328","Robson Street",5654.56,"2001/07/03","318116"
"13","269267","Lamar Boulevard",10.00,"2001/07/03","318117"
"20","820025","Eighth Avenue",270.00,"2001/07/03","318118"
"15","90398","Oak Street",360.00,"2001/07/03","318119"
"14","97627","Robson Street",430.00,"2001/07/03","318120"
"24","","Magnolia Way",50.00,"2001/07/03","318121"
"13","","Lamar Boulevard",5610.73,"2001/07/03","318122"
"18","","Congress Street",370.00,"2001/07/03","318123"
"24","","Magnolia Way",300.00,"2001/07/03","318124"
"14","","Robson Street",60.00,"2001/07/03","318125"
"20","","Eighth Avenue",4151.00,"2001/07/03","318126"
"14","","Robson Street",4552.39,"2001/07/03","318127"
"20","444413","Eighth Avenue",2732.34,"2001/07/03","318128"
"17","297397","Linden Avenue",2925.45,"2001/07/03","318129"
"17","35189","Linden Avenue",871.99,"2001/07/03","318130"
"20","56016","Eighth Avenue",130.00,"2001/07/03","318131"
"15","","Oak Street",140.00,"2001/07/03","318132"
"20","","Eighth Avenue",2078.58,"2001/07/03","318133"
"24","938010","Magnolia Way",160.00,"2001/07/03","318134"
"15","444413","Oak Street",30.00,"2001/07/03","318135"
"15","","Oak Street",320.00,"2001/07/03","318136"
"18","501657","Congress Street",40.00,"2001/07/03","318137"
"14","","Robson Street",420.00,"2001/07/03","318138"
"13","869033","Lamar Boulevard",400.00,"2001/07/03","318139"
"18","113236","Congress Street",330.00,"2001/07/03","318140"
"18","","Congress Street",210.00,"2001/07/03","318141"
"14","","Robson Street",410.00,"2001/07/03","318142"
"13","297397","Lamar Boulevard",3871.60,"2001/07/03","318143"
"14","297397","Robson Street",9580.04,"2001/07/03","318144"
